ReplayID,Duration,Frame,Minerals,Gas,Supply,TotalMinerals,TotalGas,TotalSupply,GroundUnitValue,BuildingValue,AirUnitValue,AObservedEnemyGroundUnitValue,AObservedEnemyBuildingValue,AObservedEnemyAirUnitValue,EnemyMinerals,EnemyGas,EnemySupply,EnemyTotalMinerals,EnemyTotalGas,EnemyTotalSupply,EnemyGroundUnitValue,EnemyBuildingValue,EnemyAirUnitValue,BObservedEnemyGroundUnitValue,BObservedEnemyBuildingValue,BObservedEnemyAirUnitValue,AObservedResourceValue,BObservedResourceValue,Winner
266,23849,840,28,0,14,178,0,18,350,400,0,0,0,0,52,0,14,202,0,18,350,400,0,0,0,0,238356,238340,A
266,23849,864,44,0,14,194,0,18,350,400,0,0,0,0,10,0,14,210,0,18,350,400,0,0,0,0,238348,238332,A
266,23849,912,44,0,14,194,0,18,350,400,0,0,0,0,26,0,14,226,0,18,350,400,0,0,0,0,238348,238308,A
266,23849,936,2,0,14,202,0,18,350,400,0,0,0,0,26,0,14,226,0,18,350,400,0,0,0,0,238340,238308,A
266,23849,960,2,0,14,202,0,18,350,400,0,0,0,0,34,0,14,234,0,18,350,400,0,0,0,0,238340,238300,A
266,23849,984,10,0,14,210,0,18,350,400,0,0,0,0,50,0,14,250,0,18,350,400,0,0,0,0,238316,238292,A
266,23849,1008,10,0,14,210,0,18,350,400,0,0,0,0,58,0,14,258,0,18,350,400,0,0,0,0,238316,238292,A
266,23849,1032,26,0,14,226,0,18,350,400,0,0,0,0,58,0,16,258,0,18,400,400,0,0,0,0,238308,238276,A
266,23849,1056,34,0,14,234,0,18,350,400,0,0,0,0,66,0,16,266,0,18,400,400,0,0,0,0,238300,238276,A
266,23849,1080,34,0,14,234,0,18,350,400,0,0,0,0,74,0,16,274,0,18,400,400,0,0,0,0,238300,238268,A
266,23849,1104,42,0,16,242,0,18,400,400,0,0,0,0,74,0,16,274,0,18,400,400,0,0,0,0,238292,238268,A
266,23849,1128,50,0,16,250,0,18,400,400,0,0,0,0,82,0,16,282,0,18,400,400,0,0,0,0,238292,238244,A
266,23849,1152,58,0,16,258,0,18,400,400,0,0,0,0,98,0,16,298,0,18,400,400,0,0,0,0,238276,238244,A
266,23849,1176,66,0,16,266,0,18,400,400,0,0,0,0,106,0,16,306,0,18,400,400,0,0,0,0,238276,238228,A
266,23849,1200,74,0,16,274,0,18,400,400,0,0,0,0,106,0,16,306,0,18,400,400,0,0,0,0,238268,238228,A
266,23849,1224,74,0,16,274,0,18,400,400,0,0,0,0,122,0,16,322,0,18,400,400,0,0,0,0,238268,238220,A
266,23849,1248,82,0,16,282,0,18,400,400,0,0,0,0,22,0,16,322,0,18,400,500,0,0,0,0,238252,238220,A
266,23849,1272,32,0,16,282,0,18,400,400,0,0,0,0,22,0,16,322,0,18,400,500,0,0,0,0,238236,238220,A
266,23849,1296,98,0,16,298,0,18,400,400,0,0,0,0,38,0,16,338,0,18,400,500,0,0,0,0,238228,238196,A
266,23849,1320,106,0,16,306,0,18,400,400,0,0,0,0,46,0,16,346,0,18,400,500,0,0,0,0,238220,238196,A
266,23849,1344,122,0,16,322,0,18,400,400,0,0,0,0,46,0,16,346,0,18,400,500,0,0,0,0,238220,238196,A
266,23849,1368,30,0,16,330,0,18,400,500,0,0,0,0,62,0,16,362,0,18,400,500,0,0,0,0,238220,238180,A
266,23849,1392,30,0,16,330,0,18,400,500,0,0,0,0,20,0,18,370,0,18,450,500,0,0,0,0,238220,238180,A
266,23849,1440,30,0,16,330,0,18,400,500,0,0,0,0,28,0,18,378,0,18,450,500,0,0,0,0,238220,238164,A
266,23849,1464,38,0,16,338,0,18,400,500,0,0,0,0,28,0,18,378,0,18,450,500,0,0,0,0,238180,238164,A
266,23849,1488,4,0,18,354,0,18,450,500,0,0,0,0,44,0,18,394,0,18,450,500,0,0,0,0,238172,238132,A
266,23849,1512,20,0,18,370,0,18,450,500,0,0,0,0,52,0,18,402,0,18,450,500,0,0,0,0,238164,238116,A
266,23849,1536,20,0,18,370,0,18,450,500,0,0,0,0,60,0,18,410,0,18,450,500,0,0,0,0,238164,238116,A
266,23849,1560,36,0,18,386,0,18,450,500,0,0,0,0,76,0,18,426,0,18,450,500,0,0,0,0,238164,238108,A
266,23849,1584,36,0,18,386,0,18,450,500,0,0,0,0,84,0,18,434,0,18,450,500,0,0,0,0,238164,238108,A
266,23849,1608,36,0,18,386,0,18,450,500,0,0,0,0,92,0,18,442,0,18,450,500,0,0,0,0,238164,238100,A
266,23849,1632,44,0,18,394,0,18,450,500,0,0,0,0,92,0,18,442,0,18,450,500,0,0,0,0,238124,238100,A
266,23849,1656,52,0,18,402,0,18,450,500,0,0,0,0,108,0,18,458,0,18,450,500,0,0,0,0,238124,238084,A
266,23849,1680,68,0,18,418,0,18,450,500,0,0,0,0,116,0,18,466,0,18,450,500,0,0,0,0,238108,238060,A
266,23849,1704,76,0,18,426,0,18,450,500,0,0,0,0,124,0,18,474,0,18,450,500,0,0,0,0,238100,238060,A
266,23849,1728,42,0,18,442,0,18,450,500,0,0,0,0,124,0,18,474,0,18,450,500,0,0,0,0,238100,238060,A
266,23849,1752,50,0,18,450,0,18,450,500,0,0,0,0,140,0,18,490,0,18,450,500,0,0,0,0,238092,238044,A
266,23849,1776,50,0,18,450,0,18,450,500,0,0,0,0,148,0,18,498,0,34,450,500,0,0,0,0,238092,238028,A
266,23849,1800,58,0,18,458,0,18,450,500,0,0,0,0,156,0,18,506,0,34,450,500,0,0,0,0,238084,238020,A
266,23849,1824,58,0,18,458,0,18,450,500,0,0,0,0,172,0,18,522,0,34,450,500,0,0,0,0,238084,238012,A
266,23849,1848,58,0,18,458,0,18,450,500,0,0,0,0,30,0,18,530,0,34,450,650,0,0,0,0,238084,238012,A
266,23849,1872,82,0,18,482,0,18,450,500,0,0,0,0,38,0,18,538,0,34,450,650,0,0,0,0,238036,238004,A
266,23849,1896,98,0,20,498,0,34,500,500,0,0,0,0,38,0,18,538,0,34,450,650,0,0,0,0,238028,238004,A
266,23849,1920,106,0,20,506,0,34,500,500,0,0,0,0,46,0,18,546,0,34,450,650,0,0,0,0,238028,237980,A
266,23849,1944,122,0,20,522,0,34,500,500,0,0,0,0,54,0,18,554,0,34,450,650,0,0,0,0,238028,237972,A
266,23849,1968,122,0,20,522,0,34,500,500,0,0,0,0,20,0,20,570,0,34,500,650,0,0,0,0,238028,237956,A
266,23849,1992,122,0,20,522,0,34,500,500,0,0,0,0,28,0,20,578,0,34,500,650,0,0,0,0,238028,237956,A
266,23849,2016,122,0,20,522,0,34,500,500,0,0,0,0,44,0,20,594,0,34,500,650,0,0,0,0,238028,237940,A
266,23849,2040,138,0,20,538,0,34,500,500,0,0,0,0,44,0,20,594,0,34,500,650,0,0,0,0,237972,237940,A
266,23849,2064,162,0,20,562,0,34,500,500,0,0,0,0,60,0,20,610,0,34,500,650,0,0,0,0,237964,237932,A
266,23849,2088,170,0,20,570,0,34,500,500,0,0,0,0,60,0,20,610,0,34,500,650,0,0,0,0,237956,237932,A
266,23849,2112,186,0,20,586,0,34,500,500,0,0,0,0,68,0,20,618,0,34,500,650,0,0,0,0,237956,237908,A
266,23849,2136,44,0,20,594,0,34,500,650,0,0,0,0,76,0,20,626,0,34,500,650,0,0,0,0,237956,237900,A
266,23849,2160,44,0,20,594,0,34,500,650,0,0,0,0,84,0,20,634,0,34,500,650,0,0,0,0,237956,237884,A
266,23849,2184,44,0,20,594,0,34,500,650,0,0,0,0,100,0,20,650,0,34,500,650,0,0,0,0,237956,237876,A
266,23849,2208,52,0,20,602,0,34,500,650,0,0,0,0,116,0,20,666,0,34,500,650,0,0,0,0,237916,237868,A
266,23849,2232,10,0,22,610,0,34,550,650,0,0,0,0,24,0,20,674,0,34,500,750,0,0,0,0,237908,237860,A
266,23849,2256,26,0,22,626,0,34,550,650,0,0,0,0,32,0,20,682,0,34,500,750,0,0,0,0,237900,237860,A
266,23849,2280,42,0,22,642,0,34,550,650,0,0,0,0,40,0,20,690,0,34,500,750,0,0,0,0,237884,237844,A
266,23849,2328,58,0,22,658,0,34,550,650,0,0,0,0,56,0,20,706,0,34,500,750,0,0,0,0,237884,237828,A
266,23849,2352,66,0,22,666,0,34,550,650,0,0,0,0,6,0,22,706,0,34,550,750,0,0,0,0,237868,237812,A
266,23849,2376,66,0,22,666,0,34,550,650,0,0,0,0,14,0,22,714,0,34,550,750,0,0,0,0,237868,237796,A
266,23849,2400,74,0,22,674,0,34,550,650,0,0,0,0,30,0,22,730,0,34,550,750,0,0,0,0,237828,237788,A
266,23849,2424,90,0,22,690,0,34,550,650,0,0,0,0,46,0,22,746,0,34,550,750,0,0,0,0,237828,237788,A
266,23849,2448,122,0,22,722,0,34,550,650,0,0,0,0,46,0,22,746,0,34,550,750,0,0,0,0,237820,237788,A
266,23849,2472,122,0,22,722,0,34,550,650,0,0,0,0,62,0,22,762,0,34,550,750,0,0,0,0,237820,237764,A
266,23849,2496,22,0,22,722,0,34,550,750,0,0,0,0,70,0,22,770,0,34,550,750,0,0,0,0,237804,237756,A
266,23849,2520,38,0,22,738,0,34,550,750,0,0,0,0,70,0,22,770,0,34,550,750,0,0,0,0,237796,237756,A
266,23849,2544,38,0,22,738,0,34,550,750,0,0,0,0,94,0,22,794,0,34,550,750,0,0,0,0,237796,237732,A
266,23849,2568,12,0,22,762,0,34,550,750,0,0,0,0,110,0,22,810,0,34,550,750,0,0,0,0,237764,237724,A
266,23849,2592,20,0,24,770,0,34,600,750,0,0,0,0,110,0,22,810,0,34,550,750,0,0,0,0,237756,237724,A
266,23849,2616,28,0,24,778,0,34,600,750,0,0,0,0,118,0,22,818,0,34,550,750,0,0,0,0,237748,237700,A
266,23849,2640,44,0,24,794,0,34,600,750,0,0,0,0,126,0,22,826,0,34,550,750,0,0,0,0,237748,237700,A
266,23849,2664,44,0,24,794,0,34,600,750,0,0,0,0,142,0,22,842,0,34,550,750,0,0,0,0,237748,237692,A
266,23849,2688,52,0,24,802,0,34,600,750,0,0,0,0,150,0,22,850,0,34,550,750,0,0,0,0,237724,237660,A
266,23849,2712,52,0,24,802,0,34,600,750,0,0,0,0,166,0,22,866,0,34,550,750,0,0,0,0,237724,237660,A
266,23849,2736,76,0,24,826,0,34,600,750,0,0,0,0,182,0,22,882,0,34,550,750,0,0,0,0,237700,237652,A
266,23849,2760,84,0,24,834,0,34,600,750,0,0,0,0,190,0,22,890,0,34,550,750,0,0,0,0,237692,237652,A
266,23849,2784,100,0,24,850,0,34,600,750,0,0,0,0,198,0,22,898,0,34,550,750,0,0,0,0,237668,237644,A
266,23849,2808,66,0,24,866,0,34,600,750,0,0,0,0,198,0,22,898,0,34,550,750,0,0,0,0,237660,237644,A
266,23849,2832,74,0,24,874,0,34,600,750,0,0,0,0,214,0,22,914,0,34,550,750,0,0,0,0,237660,237604,A
266,23849,2856,82,0,24,882,0,34,600,750,0,0,0,0,230,0,22,930,0,34,550,750,0,0,0,0,237636,237596,A
266,23849,2880,90,0,26,890,0,34,650,750,0,0,0,0,246,0,22,946,0,34,550,750,0,0,0,0,237628,237572,A
266,23849,2904,98,0,26,898,0,34,650,750,0,0,0,0,46,0,22,946,0,34,550,950,0,0,0,0,237620,237572,A
266,23849,2928,114,0,26,914,0,34,650,750,0,0,0,0,70,0,22,970,0,34,550,950,0,0,0,0,237604,237572,A
266,23849,2952,130,0,26,930,0,34,650,750,0,0,0,0,78,0,22,978,0,34,550,950,0,0,0,0,237596,237564,A
266,23849,3000,154,0,26,954,0,34,650,750,0,0,0,0,44,0,24,994,0,34,600,950,0,0,0,0,237572,237540,A
266,23849,3024,154,0,26,954,0,34,650,750,0,0,0,0,44,8,24,994,8,34,600,950,0,0,0,0,237572,237524,A
266,23849,3048,170,0,26,970,0,34,650,750,0,0,0,0,52,8,24,1002,8,34,600,950,0,0,0,0,237556,237500,A
266,23849,3072,178,0,26,978,0,34,650,750,0,0,0,0,60,16,24,1010,16,34,600,950,0,0,0,0,237532,237492,A
266,23849,3096,186,0,26,986,0,34,650,750,0,0,0,0,68,24,24,1018,24,34,600,950,0,0,0,0,237532,237484,A
266,23849,3120,218,0,26,1018,0,34,650,750,0,0,0,0,34,24,24,1034,24,34,600,950,0,0,0,0,237524,237468,A
266,23849,3168,26,0,26,1026,0,34,650,950,0,0,0,0,58,32,24,1058,32,34,600,950,0,0,0,0,237508,237452,A
266,23849,3216,42,0,26,1042,0,34,650,950,0,0,0,0,58,40,24,1058,40,34,600,950,0,0,0,0,237492,237428,A
266,23849,3240,0,0,28,1050,0,34,700,950,0,0,0,0,74,48,24,1074,48,34,600,950,0,0,0,0,237468,237420,A
266,23849,3264,8,0,28,1058,0,34,700,950,0,0,0,0,74,48,24,1074,48,34,600,950,0,0,0,0,237452,237420,A
266,23849,3288,16,8,28,1066,8,34,700,950,0,0,0,0,74,48,24,1074,48,34,600,950,0,0,0,0,237436,237420,A
266,23849,3312,40,8,28,1090,8,34,700,950,0,0,0,0,82,56,26,1082,56,34,650,950,0,0,0,0,237428,237364,A
266,23849,3336,48,16,28,1098,16,34,700,950,0,0,0,0,114,64,26,1114,64,34,650,950,0,0,0,0,237420,237348,A
266,23849,3360,6,24,28,1106,24,34,700,950,0,0,0,0,114,64,26,1114,64,34,650,950,0,0,0,0,237412,237348,A
266,23849,3384,6,24,28,1106,24,34,700,950,0,0,0,0,122,72,26,1122,72,34,650,950,0,0,0,0,237412,237340,A
266,23849,3408,6,32,28,1106,32,34,700,950,0,0,0,0,122,72,26,1122,72,34,650,950,0,0,0,0,237372,237340,A
266,23849,3432,22,40,28,1122,40,34,700,950,0,0,0,0,130,80,26,1130,80,34,650,950,0,0,0,0,237348,237324,A
266,23849,3456,30,40,28,1130,40,34,700,950,0,0,0,0,30,80,26,1130,80,34,650,1050,0,0,0,0,237332,237316,A
266,23849,3480,46,48,28,1146,48,34,700,950,0,0,0,0,30,88,26,1130,88,34,650,1050,0,0,0,0,237324,237276,A
266,23849,3504,70,48,28,1170,48,34,700,950,0,0,0,0,38,88,26,1138,88,34,650,1050,0,0,0,0,237316,237268,A
266,23849,3528,70,56,30,1170,56,34,750,950,0,0,0,0,78,96,26,1178,96,34,650,1050,0,0,0,0,237300,237260,A
266,23849,3552,78,64,30,1178,64,34,750,950,0,0,0,0,36,96,26,1186,96,34,650,1050,0,0,0,0,237292,237252,A
266,23849,3576,86,64,30,1186,64,34,750,950,0,0,0,0,36,104,26,1186,104,34,650,1050,0,0,0,0,237276,237236,A
266,23849,3600,86,72,30,1186,72,34,750,950,0,0,0,0,44,104,28,1194,104,34,700,1050,0,0,0,0,237252,237236,A
266,23849,3624,86,72,30,1186,72,34,750,950,0,0,0,0,44,112,28,1194,112,34,700,1050,0,0,0,0,237252,237220,A
266,23849,3648,94,80,30,1194,80,34,750,950,0,0,0,0,52,112,28,1202,112,34,700,1050,0,0,0,0,237212,237196,A
266,23849,3672,118,88,30,1218,88,34,750,950,0,0,0,0,60,120,28,1210,120,34,700,1050,0,0,0,0,237204,237180,A
266,23849,3696,142,88,30,1242,88,34,750,950,0,0,0,0,76,120,28,1226,120,34,700,1050,0,0,0,0,237196,237164,A
266,23849,3720,142,96,30,1242,96,34,750,950,0,0,0,0,84,128,28,1234,128,34,700,1050,0,0,0,0,237172,237148,A
266,23849,3744,50,104,30,1250,104,34,750,1050,0,0,0,0,92,128,28,1242,128,34,700,1050,0,0,0,0,237164,237148,A
266,23849,3768,50,104,30,1250,104,34,750,1050,0,0,0,0,116,136,28,1266,136,34,700,1050,0,0,0,0,237164,237132,A
266,23849,3792,66,112,30,1266,112,34,750,1050,0,0,0,0,116,136,28,1266,136,34,700,1050,0,0,0,0,237140,237132,A
266,23849,3816,66,120,30,1266,120,34,750,1050,0,0,0,0,74,144,28,1274,144,34,700,1050,0,0,0,0,237100,237100,A
266,23849,3840,32,120,32,1282,120,34,800,1050,0,0,0,0,90,152,28,1290,152,34,700,1050,0,0,0,0,237100,237092,A
266,23849,3864,48,128,32,1298,128,34,800,1050,0,0,0,0,98,152,28,1298,152,34,700,1050,0,0,0,0,237084,237084,A
266,23849,3888,80,128,32,1330,128,34,800,1050,0,0,0,0,106,152,28,1306,152,34,700,1050,0,0,0,0,237076,237060,A
266,23849,3912,80,136,32,1330,136,34,800,1050,0,0,0,0,106,160,30,1306,160,34,750,1050,0,0,0,0,237052,237036,A
266,23849,3936,80,144,32,1330,144,34,800,1050,0,0,0,0,114,160,30,1314,160,34,750,1050,0,0,0,0,237028,237028,A
266,23849,3960,38,144,32,1338,144,34,800,1050,0,0,0,0,130,168,30,1330,168,34,750,1050,0,0,0,0,237028,237012,A
266,23849,3984,62,152,32,1362,152,34,800,1050,0,0,0,0,29,126,34,1354,176,50,925,1050,0,0,0,0,237012,237004,A
266,23849,4008,70,160,32,1370,160,34,800,1050,0,0,0,0,162,176,34,1362,176,50,750,1050,0,0,0,0,236980,236988,A
266,23849,4032,70,160,32,1370,160,34,800,1050,0,0,0,0,170,176,30,1370,176,50,750,1050,0,0,0,0,236980,236972,A
266,23849,4056,86,168,32,1386,168,34,800,1050,0,0,0,0,170,184,30,1370,184,50,750,1050,0,0,0,0,236956,236964,A
266,23849,4080,110,176,32,1410,176,34,800,1050,0,0,0,0,186,192,30,1386,192,50,750,1050,0,0,0,0,236932,236940,A
266,23849,4104,118,176,32,1418,176,34,800,1050,0,0,0,0,194,192,30,1394,192,50,750,1050,0,0,0,0,236924,236932,A
266,23849,4128,176,184,32,1426,184,34,800,1050,0,0,0,0,202,200,30,1402,200,50,750,1050,0,0,0,0,236908,236908,A
266,23849,4152,192,184,32,1442,184,34,800,1050,0,0,0,0,18,0,30,1418,200,50,750,1450,0,0,0,0,236892,236892,A
266,23849,4176,200,192,32,1450,192,34,800,1050,0,0,0,0,26,8,30,1426,208,50,750,1450,0,0,0,0,236884,236884,A
266,23849,4200,208,200,32,1458,200,34,800,1050,0,0,0,0,0,8,30,1450,208,50,750,1450,0,0,0,0,236852,236884,A
266,23849,4224,16,0,32,1466,200,34,800,1450,0,0,0,0,0,16,32,1450,216,50,800,1450,0,0,0,0,236836,236860,A
266,23849,4248,32,8,32,1482,208,34,800,1450,0,0,0,0,0,16,32,1450,216,50,800,1450,0,0,0,0,236820,236860,A
266,23849,4272,56,16,32,1506,216,50,800,1450,0,0,0,0,16,24,32,1466,224,50,800,1450,0,0,0,0,236804,236828,A
266,23849,4296,6,16,34,1506,216,50,850,1450,0,0,0,0,16,24,32,1466,224,50,800,1450,0,0,0,0,236796,236828,A
266,23849,4320,14,24,34,1514,224,50,850,1450,0,0,0,0,40,32,32,1490,232,50,800,1450,0,0,0,0,236780,236796,A
266,23849,4344,22,32,34,1522,232,50,850,1450,0,0,0,0,48,32,32,1498,232,50,800,1450,0,0,0,0,236756,236788,A
266,23849,4368,38,32,34,1538,232,50,850,1450,0,0,0,0,64,40,32,1514,240,50,800,1450,0,0,0,0,236732,236764,A
266,23849,4392,54,40,34,1554,240,50,850,1450,0,0,0,0,80,40,32,1530,240,50,800,1450,0,0,0,0,236716,236748,A
266,23849,4416,12,48,34,1562,248,50,850,1450,0,0,0,0,88,48,32,1538,248,50,800,1450,0,0,0,0,236692,236740,A
266,23849,4440,28,48,34,1578,248,50,850,1450,0,0,0,0,104,48,32,1554,248,50,800,1450,0,0,0,0,236684,236732,A
266,23849,4464,36,56,34,1586,256,50,850,1450,0,0,0,0,104,56,32,1554,256,50,800,1450,0,0,0,0,236668,236700,A
266,23849,4488,60,56,34,1610,256,50,850,1450,0,0,0,0,112,56,32,1562,256,50,800,1450,0,0,0,0,236660,236684,A
266,23849,4512,68,64,34,1618,264,50,850,1450,0,0,0,0,120,64,32,1570,264,50,800,1450,0,0,0,0,236652,236660,A
266,23849,4536,76,72,34,1626,272,50,850,1450,0,0,0,0,144,64,32,1594,264,50,800,1450,0,0,0,0,236620,236652,A
266,23849,4560,76,72,34,1626,272,50,850,1450,0,0,0,0,43,22,36,1618,272,50,975,1450,0,0,0,0,236620,236644,A
266,23849,4584,84,80,34,1634,280,50,850,1450,0,0,0,0,51,22,36,1626,272,50,975,1450,0,0,0,0,236580,236628,A
266,23849,4608,108,88,36,1658,288,50,900,1450,0,0,0,0,9,30,38,1634,280,50,1025,1450,0,0,0,0,236556,236620,A
266,23849,4632,124,88,36,1674,288,50,900,1450,0,0,0,0,9,38,38,1634,288,50,1025,1450,0,0,0,0,236548,236596,A
266,23849,4656,140,96,36,1690,296,50,900,1450,0,0,0,0,25,38,38,1650,288,50,1025,1450,0,0,0,0,236540,236580,A
266,23849,4680,156,104,36,1706,304,50,900,1450,0,0,0,0,33,46,38,1658,296,50,1025,1450,0,0,0,0,236516,236548,A
266,23849,4704,156,104,36,1706,304,50,900,1450,0,0,0,0,41,46,38,1666,296,50,1025,1450,0,0,0,0,236516,236540,A
266,23849,4728,172,112,36,1722,312,50,900,1450,0,0,0,0,73,54,38,1698,304,50,1025,1450,0,0,0,0,236468,236516,A
266,23849,4752,172,112,36,1722,312,50,900,1450,0,0,0,0,81,54,38,1706,304,50,1025,1450,0,0,0,0,236468,236500,A
266,23849,4776,196,120,36,1746,320,50,900,1450,0,0,0,0,89,62,38,1714,312,50,1025,1450,0,0,0,0,236452,236492,A
266,23849,4800,112,128,36,1762,328,50,900,1550,0,0,0,0,113,62,38,1738,312,50,1025,1450,0,0,0,0,236412,236476,A
266,23849,4824,70,128,36,1770,328,50,900,1550,0,0,0,0,113,70,38,1738,320,50,1025,1450,0,0,0,0,236412,236460,A
266,23849,4848,78,136,36,1778,336,50,900,1550,0,0,0,0,71,70,38,1746,320,50,1025,1450,0,0,0,0,236404,236428,A
266,23849,4872,102,144,36,1802,344,50,900,1550,0,0,0,0,87,78,38,1762,328,50,1025,1450,0,0,0,0,236372,236404,A
266,23849,4896,102,144,38,1802,344,50,950,1550,0,0,0,0,103,78,40,1778,328,50,1075,1450,0,0,0,0,236364,236404,A
266,23849,4920,118,152,38,1818,352,50,950,1550,0,0,0,0,127,86,40,1802,336,50,1075,1450,0,0,0,0,236348,236388,A
266,23849,4944,126,152,38,1826,352,50,950,1550,0,0,0,0,127,86,40,1802,336,50,1075,1450,0,0,0,0,236324,236388,A
266,23849,4968,142,160,38,1842,360,50,950,1550,0,0,0,0,135,94,40,1810,344,50,1075,1450,0,0,0,0,236308,236348,A
266,23849,4992,33,118,42,1858,368,50,1125,1550,0,0,0,0,151,94,40,1826,344,50,1075,1450,0,0,0,0,236284,236332,A
266,23849,5016,41,118,42,1866,368,50,1125,1550,0,0,0,0,175,102,40,1850,352,50,1075,1450,0,0,0,0,236268,236324,A
266,23849,5040,49,126,42,1874,376,50,1125,1550,0,0,0,0,191,102,40,1866,352,50,1075,1450,0,0,0,0,236260,236316,A
266,23849,5064,31,134,42,1906,384,50,1125,1550,0,0,0,0,191,110,40,1866,360,50,1075,1450,0,0,0,0,236236,236276,A
266,23849,5112,39,142,42,1914,392,50,1125,1550,0,0,0,0,223,118,40,1898,368,50,1075,1450,0,0,0,0,236196,236260,A
266,23849,5136,55,150,42,1930,400,50,1125,1550,0,0,0,0,231,118,40,1906,368,50,1075,1450,0,0,0,0,236180,236236,A
266,23849,5160,79,150,42,1954,400,50,1125,1550,0,0,0,0,239,126,40,1914,376,50,1075,1450,0,0,0,0,236164,236196,A
266,23849,5184,87,158,42,1962,408,50,1125,1550,0,0,0,0,146,76,40,1946,376,50,1075,1450,0,0,0,0,236140,236188,A
266,23849,5208,95,158,44,1970,408,50,1175,1550,0,0,0,0,154,84,40,1954,384,50,1075,1450,0,0,0,0,236124,236180,A
266,23849,5232,111,166,44,1986,416,50,1175,1550,0,0,0,0,170,92,40,1970,392,50,1075,1450,0,0,0,0,236108,236180,A
266,23849,5256,119,174,44,1994,424,50,1175,1550,0,0,0,0,170,92,40,1970,392,50,1075,1450,0,0,0,0,236076,236180,A
