"ReplayID","Duration","Races"
"PvP_499",40474,"PvP"
"PvP_500",42042,"PvP"
"PvP_501",35491,"PvP"
"PvP_502",39684,"PvP"
"PvP_503",36484,"PvP"
"PvP_504",87990,"PvP"
"PvP_505",30866,"PvP"
"PvP_506",29140,"PvP"
"PvP_507",25150,"PvP"
"PvP_508",19759,"PvP"
"PvP_509",44100,"PvP"
"PvP_512",47000,"PvP"
"PvP_513",63796,"PvP"
"PvP_516",25204,"PvP"
"PvP_518",19453,"PvP"
"PvP_521",19003,"PvP"
"PvP_522",16253,"PvP"
"PvP_523",36861,"PvP"
"PvP_526",53185,"PvP"
"PvP_528",6525,"PvP"
"PvP_530",23528,"PvP"
"PvP_531",16778,"PvP"
"PvP_532",38474,"PvP"
"PvP_534",11346,"PvP"
"PvP_535",43477,"PvP"
"PvP_536",6084,"PvP"
"PvP_537",24830,"PvP"
"PvP_540",30769,"PvP"
"PvP_541",29722,"PvP"
"PvP_542",22650,"PvP"
"PvP_543",21703,"PvP"
"PvP_545",35983,"PvP"
"PvP_546",75628,"PvP"
"PvP_547",56359,"PvP"
"PvP_549",28447,"PvP"
"PvP_550",55709,"PvP"
"PvP_552",56175,"PvP"
"PvP_553",29475,"PvP"
"PvP_556",34624,"PvP"
"PvP_557",49197,"PvP"
"PvP_558",50903,"PvP"
"PvP_560",51817,"PvP"
"PvP_561",47920,"PvP"
"PvP_562",19101,"PvP"
"PvP_563",25981,"PvP"
"PvP_564",16602,"PvP"
"PvP_565",35194,"PvP"
"PvP_566",48851,"PvP"
"PvP_567",40723,"PvP"
"PvP_568",51480,"PvP"
"PvP_569",41662,"PvP"
"PvP_570",24381,"PvP"
"PvP_571",36411,"PvP"
"PvP_572",35898,"PvP"
"PvP_573",37726,"PvP"
"PvP_574",35624,"PvP"
"PvP_575",25957,"PvP"
"PvP_576",24931,"PvP"
"PvP_577",22932,"PvP"
"PvP_578",26597,"PvP"
"PvP_579",32305,"PvP"
"PvP_580",36220,"PvP"
"PvP_581",25773,"PvP"
"PvP_582",68030,"PvP"
"PvP_583",38744,"PvP"
"PvP_584",23047,"PvP"
"PvP_585",33454,"PvP"
"PvP_586",18998,"PvP"
"PvP_587",16251,"PvP"
"PvP_588",24662,"PvP"
"PvP_589",18289,"PvP"
"PvP_590",20021,"PvP"
"PvP_591",11550,"PvP"
"PvP_592",16843,"PvP"
"PvP_593",19603,"PvP"
"PvP_594",20257,"PvP"
"PvP_595",16116,"PvP"
"PvP_596",8362,"PvP"
"PvP_597",27254,"PvP"
"PvP_598",48025,"PvP"
"PvP_599",57252,"PvP"
"PvP_601",10396,"PvP"
"PvP_602",19162,"PvP"
"PvP_603",20450,"PvP"
"PvP_604",9633,"PvP"
"PvP_605",14764,"PvP"
"PvP_606",7262,"PvP"
"PvP_607",15482,"PvP"
"PvP_608",30996,"PvP"
"PvP_609",26802,"PvP"
"PvP_610",26376,"PvP"
"PvP_611",32383,"PvP"
"PvP_612",42164,"PvP"
"PvP_613",83419,"PvP"
"PvP_614",44736,"PvP"
"PvP_615",36911,"PvP"
"PvP_616",28676,"PvP"
"PvP_617",23589,"PvP"
"PvP_618",38235,"PvP"
"PvP_619",34164,"PvP"
"PvP_652",23149,"PvP"
"PvT_1",50453,"PvT"
"PvT_2",43227,"PvT"
"PvT_4",45929,"PvT"
"PvT_5",56556,"PvT"
"PvT_6",34477,"PvT"
"PvT_8",36502,"PvT"
"PvT_9",38425,"PvT"
"PvT_10",30237,"PvT"
"PvT_11",23069,"PvT"
"PvT_13",14783,"PvT"
"PvT_14",53631,"PvT"
"PvT_15",42562,"PvT"
"PvT_16",68381,"PvT"
"PvT_17",21712,"PvT"
"PvT_18",88043,"PvT"
"PvT_19",51244,"PvT"
"PvT_20",57018,"PvT"
"PvT_22",25886,"PvT"
"PvT_23",46178,"PvT"
"PvT_25",68888,"PvT"
"PvT_26",26664,"PvT"
"PvT_28",42718,"PvT"
"PvT_30",22596,"PvT"
"PvT_32",35377,"PvT"
"PvT_33",36844,"PvT"
"PvT_34",27137,"PvT"
"PvT_35",43005,"PvT"
"PvT_37",43379,"PvT"
"PvT_39",23870,"PvT"
"PvT_40",58966,"PvT"
"PvT_41",36489,"PvT"
"PvT_42",49786,"PvT"
"PvT_43",66143,"PvT"
"PvT_44",44286,"PvT"
"PvT_45",32291,"PvT"
"PvT_46",67676,"PvT"
"PvT_47",34197,"PvT"
"PvT_48",47620,"PvT"
"PvT_49",35568,"PvT"
"PvT_50",37718,"PvT"
"PvT_51",51961,"PvT"
"PvT_52",12333,"PvT"
"PvT_54",15868,"PvT"
"PvT_55",28479,"PvT"
"PvT_56",19239,"PvT"
"PvT_57",38650,"PvT"
"PvT_58",53880,"PvT"
"PvT_59",45756,"PvT"
"PvT_60",39949,"PvT"
"PvT_62",25600,"PvT"
"PvT_63",13260,"PvT"
"PvT_65",55115,"PvT"
"PvT_66",22249,"PvT"
"PvT_67",19930,"PvT"
"PvT_68",42119,"PvT"
"PvT_69",28207,"PvT"
"PvT_71",58076,"PvT"
"PvT_72",32887,"PvT"
"PvT_74",32940,"PvT"
"PvT_75",12260,"PvT"
"PvT_76",17207,"PvT"
"PvT_77",37455,"PvT"
"PvT_78",36394,"PvT"
"PvT_80",25884,"PvT"
"PvT_81",31440,"PvT"
"PvT_82",6827,"PvT"
"PvT_84",27688,"PvT"
"PvT_85",28248,"PvT"
"PvT_86",34076,"PvT"
"PvT_87",38100,"PvT"
"PvT_88",60941,"PvT"
"PvT_89",36551,"PvT"
"PvT_90",52577,"PvT"
"PvT_91",21401,"PvT"
"PvT_92",43209,"PvT"
"PvT_93",37099,"PvT"
"PvT_94",36363,"PvT"
"PvT_95",32564,"PvT"
"PvT_96",29544,"PvT"
"PvT_97",33901,"PvT"
"PvT_98",12680,"PvT"
"PvT_100",46380,"PvT"
"PvT_101",35247,"PvT"
"PvT_107",50637,"PvT"
"PvT_109",38570,"PvT"
"PvT_111",26531,"PvT"
"PvT_112",33469,"PvT"
"PvT_113",8461,"PvT"
"PvT_115",44160,"PvT"
"PvT_116",38715,"PvT"
"PvT_120",29328,"PvT"
"PvT_121",53277,"PvT"
"PvT_123",66458,"PvT"
"PvT_125",31926,"PvT"
"PvT_126",31384,"PvT"
"PvT_127",13123,"PvT"
"PvT_128",9980,"PvT"
"PvT_129",7659,"PvT"
"PvT_130",15621,"PvT"
"PvT_132",40036,"PvT"
"PvT_133",34180,"PvT"
"PvT_134",47928,"PvT"
"PvT_135",57990,"PvT"
"PvT_136",35678,"PvT"
"PvT_138",39120,"PvT"
"PvT_139",48826,"PvT"
"PvT_140",30231,"PvT"
"PvT_141",50869,"PvT"
"PvT_142",45345,"PvT"
"PvT_143",44642,"PvT"
"PvT_144",19155,"PvT"
"PvT_145",30511,"PvT"
"PvT_147",42780,"PvT"
"PvT_148",54262,"PvT"
"PvT_149",27094,"PvT"
"PvT_150",52371,"PvT"
"PvT_151",34811,"PvT"
"PvT_152",42499,"PvT"
"PvT_153",44356,"PvT"
"PvT_154",50493,"PvT"
"PvT_156",61191,"PvT"
"PvT_157",50468,"PvT"
"PvT_159",40122,"PvT"
"PvT_160",33574,"PvT"
"PvT_161",35927,"PvT"
"PvT_162",41344,"PvT"
"PvT_163",31838,"PvT"
"PvT_164",32598,"PvT"
"PvT_165",45412,"PvT"
"PvT_166",25440,"PvT"
"PvT_167",17750,"PvT"
"PvT_168",238556,"PvT"
"PvT_171",22197,"PvT"
"PvT_172",38074,"PvT"
"PvT_173",31775,"PvT"
"PvT_174",63590,"PvT"
"PvT_175",72200,"PvT"
"PvT_176",44564,"PvT"
"PvT_177",48597,"PvT"
"PvT_178",37644,"PvT"
"PvT_179",28232,"PvT"
"PvT_181",28806,"PvT"
"PvT_182",42696,"PvT"
"PvT_183",6678,"PvT"
"PvT_184",50869,"PvT"
"PvT_185",19278,"PvT"
"PvT_186",25322,"PvT"
"PvT_187",36559,"PvT"
"PvT_189",37416,"PvT"
"PvT_191",31806,"PvT"
"PvT_192",19560,"PvT"
"PvT_194",40975,"PvT"
"PvT_196",31824,"PvT"
"PvT_200",36642,"PvT"
"PvT_201",17662,"PvT"
"PvT_202",28700,"PvT"
"PvT_204",56142,"PvT"
"PvT_205",30746,"PvT"
"PvT_206",49443,"PvT"
"PvT_207",50352,"PvT"
"PvT_208",38842,"PvT"
"PvT_209",28398,"PvT"
"PvT_210",27553,"PvT"
"PvT_212",35682,"PvT"
"PvT_213",44443,"PvT"
"PvT_214",17794,"PvT"
"PvT_215",28142,"PvT"
"PvT_216",18934,"PvT"
"PvT_218",49696,"PvT"
"PvT_219",22175,"PvT"
"PvT_220",42272,"PvT"
"PvT_221",14072,"PvT"
"PvT_222",29258,"PvT"
"PvT_223",54402,"PvT"
"PvT_224",36485,"PvT"
"PvT_225",72823,"PvT"
"PvT_226",19421,"PvT"
"PvT_227",24641,"PvT"
"PvT_228",27986,"PvT"
"PvT_229",46748,"PvT"
"PvT_230",30412,"PvT"
"PvT_231",31800,"PvT"
"PvT_232",33324,"PvT"
"PvT_233",46568,"PvT"
"PvT_234",24440,"PvT"
"PvT_235",43111,"PvT"
"PvT_236",34102,"PvT"
"PvT_237",30071,"PvT"
"PvT_238",46675,"PvT"
"PvT_239",47665,"PvT"
"PvT_240",45717,"PvT"
"PvT_241",33664,"PvT"
"PvT_242",42120,"PvT"
"PvT_244",31817,"PvT"
"PvT_245",31868,"PvT"
"PvT_246",28664,"PvT"
"PvT_247",35001,"PvT"
"PvT_248",57642,"PvT"
"PvT_249",60019,"PvT"
"PvT_250",47154,"PvT"
"PvT_251",43529,"PvT"
"PvT_252",37477,"PvT"
"PvT_253",49769,"PvT"
"PvT_254",52817,"PvT"
"PvT_255",42978,"PvT"
"PvT_256",59895,"PvT"
"PvT_257",39463,"PvT"
"PvT_258",35939,"PvT"
"PvT_259",11806,"PvT"
"PvT_260",35359,"PvT"
"PvT_261",57163,"PvT"
"PvT_262",43434,"PvT"
"PvT_263",52299,"PvT"
"PvT_264",35867,"PvT"
"PvT_265",27406,"PvT"
"PvT_266",20783,"PvT"
"PvT_268",37366,"PvT"
"PvT_269",11660,"PvT"
"PvT_270",60740,"PvT"
"PvT_271",30544,"PvT"
"PvT_273",30945,"PvT"
"PvT_274",24541,"PvT"
"PvT_275",35619,"PvT"
"PvT_276",39834,"PvT"
"PvT_277",25400,"PvT"
"PvT_278",38408,"PvT"
"PvT_279",59142,"PvT"
"PvT_280",32476,"PvT"
"PvT_282",58130,"PvT"
"PvT_283",46427,"PvT"
"PvT_287",39184,"PvT"
"PvT_289",34471,"PvT"
"PvT_291",41761,"PvT"
"PvT_292",88214,"PvT"
"PvT_293",23697,"PvT"
"PvT_294",16345,"PvT"
"PvT_295",31397,"PvT"
"PvT_297",41535,"PvT"
"PvT_298",36717,"PvT"
"PvT_299",26610,"PvT"
"PvT_300",63360,"PvT"
"PvT_303",49775,"PvT"
"PvT_304",35891,"PvT"
"PvT_305",27698,"PvT"
"PvT_306",51582,"PvT"
"PvT_307",24461,"PvT"
"PvT_308",34679,"PvT"
"PvT_309",38534,"PvT"
"PvT_310",39106,"PvT"
"PvT_311",47116,"PvT"
"PvT_312",66221,"PvT"
"PvT_313",49632,"PvT"
"PvT_316",40906,"PvT"
"PvT_317",38787,"PvT"
"PvT_318",47216,"PvT"
"PvT_319",32444,"PvT"
"PvT_320",52157,"PvT"
"PvT_321",13605,"PvT"
"PvT_322",34471,"PvT"
"PvT_323",44302,"PvT"
"PvT_324",30332,"PvT"
"PvT_325",37361,"PvT"
"PvT_326",29757,"PvT"
"PvT_327",30011,"PvT"
"PvT_328",32984,"PvT"
"PvT_329",64730,"PvT"
"PvT_330",49446,"PvT"
"PvT_331",38134,"PvT"
"PvT_332",37359,"PvT"
"PvT_333",43908,"PvT"
"PvT_334",27156,"PvT"
"PvT_336",33601,"PvT"
"PvT_337",29642,"PvT"
"PvT_338",57139,"PvT"
"PvT_339",55124,"PvT"
"PvT_340",49828,"PvT"
"PvT_341",53206,"PvT"
"PvT_342",68844,"PvT"
"PvT_344",35179,"PvT"
"PvT_345",43161,"PvT"
"PvT_346",49474,"PvT"
"PvT_347",34622,"PvT"
"PvT_348",47330,"PvT"
"PvT_349",46234,"PvT"
"PvT_350",42832,"PvT"
"PvT_351",40451,"PvT"
"PvT_352",51901,"PvT"
"PvT_353",26759,"PvT"
"PvT_354",54984,"PvT"
"PvT_355",40611,"PvT"
"PvT_356",46179,"PvT"
"PvT_357",36930,"PvT"
"PvT_358",31741,"PvT"
"PvT_359",45578,"PvT"
"PvT_360",26763,"PvT"
"PvT_361",33014,"PvT"
"PvT_362",33141,"PvT"
"PvT_363",27683,"PvT"
"PvT_364",30445,"PvT"
"PvT_367",35279,"PvT"
"PvT_368",40076,"PvT"
"PvT_369",29633,"PvT"
"PvT_370",40791,"PvT"
"PvT_371",40088,"PvT"
"PvT_372",41640,"PvT"
"PvT_373",38743,"PvT"
"PvT_375",45918,"PvT"
"PvT_376",59075,"PvT"
"PvT_377",35804,"PvT"
"PvT_378",29768,"PvT"
"PvT_379",19704,"PvT"
"PvT_380",26888,"PvT"
"PvT_381",37992,"PvT"
"PvT_382",37914,"PvT"
"PvT_383",46155,"PvT"
"PvT_384",29664,"PvT"
"PvT_385",22370,"PvT"
"PvT_386",29090,"PvT"
"PvT_387",47190,"PvT"
"PvT_388",19830,"PvT"
"PvT_389",27908,"PvT"
"PvT_390",21526,"PvT"
"PvT_391",29776,"PvT"
"PvT_392",58030,"PvT"
"PvT_393",65407,"PvT"
"PvT_394",26194,"PvT"
"PvT_395",51318,"PvT"
"PvT_396",34379,"PvT"
"PvT_397",32200,"PvT"
"PvT_398",40334,"PvT"
"PvT_399",9089,"PvT"
"PvT_401",28333,"PvT"
"PvT_402",36110,"PvT"
"PvT_403",51115,"PvT"
"PvT_404",46638,"PvT"
"PvT_405",64923,"PvT"
"PvT_406",11549,"PvT"
"PvT_407",31924,"PvT"
"PvT_410",48429,"PvT"
"PvT_411",49734,"PvT"
"PvT_412",36659,"PvT"
"PvT_413",41714,"PvT"
"PvT_415",40072,"PvT"
"PvT_417",38608,"PvT"
"PvT_418",45204,"PvT"
"PvT_419",33474,"PvT"
"PvT_420",38352,"PvT"
"PvT_422",37049,"PvT"
"PvT_423",40325,"PvT"
"PvT_424",34942,"PvT"
"PvT_425",39683,"PvT"
"PvT_426",40264,"PvT"
"PvT_427",32910,"PvT"
"PvT_428",30252,"PvT"
"PvT_429",82827,"PvT"
"PvT_430",31230,"PvT"
"PvT_433",59155,"PvT"
"PvT_434",34853,"PvT"
"PvT_435",30627,"PvT"
"PvT_437",35422,"PvT"
"PvT_438",54840,"PvT"
"PvT_442",59871,"PvT"
"PvT_443",45472,"PvT"
"PvT_445",39957,"PvT"
"PvT_446",29476,"PvT"
"PvT_447",60314,"PvT"
"PvT_449",20802,"PvT"
"PvT_451",38014,"PvT"
"PvT_452",43193,"PvT"
"PvT_454",46478,"PvT"
"PvT_456",34153,"PvT"
"PvT_459",36256,"PvT"
"PvT_460",22357,"PvT"
"PvT_462",30245,"PvT"
"PvT_463",51881,"PvT"
"PvT_465",52281,"PvT"
"PvT_466",50909,"PvT"
"PvT_470",47752,"PvT"
"PvT_471",47361,"PvT"
"PvT_473",32123,"PvT"
"PvT_474",38660,"PvT"
"PvT_476",23178,"PvT"
"PvT_477",49292,"PvT"
"PvT_478",37420,"PvT"
"PvT_479",31807,"PvT"
"PvT_480",23290,"PvT"
"PvT_481",30294,"PvT"
"PvT_482",35979,"PvT"
"PvT_483",25945,"PvT"
"PvT_484",57238,"PvT"
"PvT_485",37135,"PvT"
"PvT_486",41842,"PvT"
"PvT_487",30251,"PvT"
"PvT_488",46972,"PvT"
"PvT_493",26455,"PvT"
"PvT_494",19120,"PvT"
"PvT_495",34852,"PvT"
"PvT_496",31831,"PvT"
"PvT_498",45248,"PvT"
"PvT_499",34862,"PvT"
"PvT_500",22540,"PvT"
"PvT_501",43420,"PvT"
"PvT_502",46837,"PvT"
"PvT_503",45642,"PvT"
"PvT_504",39148,"PvT"
"PvT_505",25635,"PvT"
"PvT_506",13822,"PvT"
"PvT_507",29475,"PvT"
"PvT_508",36520,"PvT"
"PvT_509",42688,"PvT"
"PvT_512",24291,"PvT"
"PvT_513",42972,"PvT"
"PvT_514",50813,"PvT"
"PvT_515",44892,"PvT"
"PvT_517",34946,"PvT"
"PvT_518",40453,"PvT"
"PvT_521",37476,"PvT"
"PvT_523",58994,"PvT"
"PvT_525",37454,"PvT"
"PvT_527",27659,"PvT"
"PvT_528",29882,"PvT"
"PvT_530",21292,"PvT"
"PvT_531",16676,"PvT"
"PvT_533",28082,"PvT"
"PvT_534",45224,"PvT"
"PvT_535",23128,"PvT"
"PvT_536",28600,"PvT"
"PvT_538",42958,"PvT"
"PvT_539",39122,"PvT"
"PvT_540",17576,"PvT"
"PvT_542",25605,"PvT"
"PvT_543",56946,"PvT"
"PvT_544",21160,"PvT"
"PvT_545",29044,"PvT"
"PvT_546",30469,"PvT"
"PvT_547",42527,"PvT"
"PvT_548",23773,"PvT"
"PvT_550",36185,"PvT"
"PvT_551",92802,"PvT"
"PvT_552",39616,"PvT"
"PvT_553",51717,"PvT"
"PvT_554",46412,"PvT"
"PvT_555",61215,"PvT"
"PvT_556",36924,"PvT"
"PvT_557",46258,"PvT"
"PvT_558",16769,"PvT"
"PvT_559",31324,"PvT"
"PvT_560",26438,"PvT"
"PvT_561",33743,"PvT"
"PvT_563",34035,"PvT"
"PvT_564",44156,"PvT"
"PvT_565",40413,"PvT"
"PvT_566",41712,"PvT"
"PvT_567",45705,"PvT"
"PvT_568",44948,"PvT"
"PvT_569",31964,"PvT"
"PvT_570",46125,"PvT"
"PvT_571",60266,"PvT"
"PvT_573",18575,"PvT"
"PvT_574",26543,"PvT"
"PvT_576",30470,"PvT"
"PvT_577",33756,"PvT"
"PvT_579",64675,"PvT"
"PvT_580",35206,"PvT"
"PvT_582",37775,"PvT"
"PvT_583",46658,"PvT"
"PvT_584",20546,"PvT"
"PvT_585",7551,"PvT"
"PvT_586",57784,"PvT"
"PvT_587",28310,"PvT"
"PvT_588",54793,"PvT"
"PvT_589",18720,"PvT"
"PvT_590",32940,"PvT"
"PvT_591",19473,"PvT"
"PvT_592",27842,"PvT"
"PvT_593",41596,"PvT"
"PvT_594",71393,"PvT"
"PvT_595",37851,"PvT"
"PvT_596",48735,"PvT"
"PvT_597",55876,"PvT"
"PvT_598",49895,"PvT"
